Transaction_ID,Date,Customer_Name,Product,Total_Items,Total_Cost,Payment_Method,City,Store_Type,Discount_Applied,Customer_Category,Season,Promotion
1000020473,2021-07-23 23:07:18,Mrs. Samantha Lynn,"['Olive Oil', 'Cleaning Rags', 'Shampoo']",3,38.7,Credit Card,Chicago,Convenience Store,True,Middle-Aged,Fall,BOGO (Buy One Get One)
1000525060,2022-12-31 09:01:15,Jason Perez,"['Power Strips', 'Extension Cords']",2,76.93,Cash,Seattle,Specialty Store,False,Student,Spring,BOGO (Buy One Get One)
1000582946,2023-09-15 23:52:52,Sharon Short,"['Onions', 'Butter']",3,63.46,Credit Card,New York,Convenience Store,True,Professional,Spring,Discount on Selected Items
1000881794,2021-12-18 22:41:36,Susan Christian,"['Trash Bags', 'Milk', 'Mustard']",10,75.89,Cash,Los Angeles,Convenience Store,False,Retiree,Summer,Discount on Selected Items
1000974158,2021-08-28 00:23:20,Willie Martin,"['Carrots', 'Tomatoes', 'Insect Repellent']",2,6.3,Cash,San Francisco,Warehouse Club,True,Young Adult,Winter,
1000422758,2021-05-22 16:33:33,Michael Shaffer,"['Cleaning Rags', 'Razors', 'Onions', 'Apple']",1,64.77,Mobile Payment,Dallas,Pharmacy,True,Professional,Spring,BOGO (Buy One Get One)
1000673532,2022-08-19 20:21:37,John Peterson,"['Toothpaste', 'Vacuum Cleaner', 'Trash Cans', 'Cleaning Spray']",6,76.18,Credit Card,Miami,Warehouse Club,True,Homemaker,Fall,Discount on Selected Items
1000826660,2022-02-19 04:02:53,David Bridges,"['Power Strips', 'Plant Fertilizer', 'Mustard']",5,24.98,Cash,Los Angeles,Department Store,True,Middle-Aged,Winter,BOGO (Buy One Get One)
1000733810,2023-08-06 02:53:20,Nicole Hale,"['Spinach', 'Jam', 'Bread', 'Yogurt', 'Diapers']",8,16.0,Mobile Payment,Miami,Pharmacy,True,Professional,Summer,
1000837315,2021-01-11 14:22:35,Jessica Sanchez,"['Soda', 'Mayonnaise', 'Rice']",6,46.61,Debit Card,Chicago,Pharmacy,True,Middle-Aged,Summer,Discount on Selected Items
1000570266,2020-05-08 01:06:29,Kathy Gardner,"['Cereal Bars', 'Dish Soap', 'Banana']",6,19.79,Mobile Payment,New York,Pharmacy,True,Professional,Summer,BOGO (Buy One Get One)
1000006298,2022-07-21 05:26:23,Maria Gomez,"['Soda', 'Diapers', 'Power Strips', 'Insect Repellent']",8,89.54,Debit Card,Los Angeles,Warehouse Club,False,Young Adult,Spring,
1000996135,2021-08-11 08:35:05,Alexandria Young,"['Broom', 'Pasta', 'Broom', 'Baby Wipes']",9,9.05,Credit Card,Boston,Department Store,False,Homemaker,Summer,Discount on Selected Items
1000711524,2022-07-09 14:39:11,Robert Wood,"['Syrup', 'Deodorant']",9,89.91,Mobile Payment,Atlanta,Supermarket,False,Middle-Aged,Spring,BOGO (Buy One Get One)
1000959375,2023-02-04 02:25:18,Scott Allen,['Air Freshener'],3,43.55,Mobile Payment,Boston,Department Store,True,Senior Citizen,Fall,Discount on Selected Items
1000055070,2023-12-23 01:38:22,Lauren Stewart,"['Baby Wipes', 'Banana']",7,79.23,Debit Card,Miami,Warehouse Club,False,Middle-Aged,Summer,
1000021219,2024-03-18 04:26:13,Mr. Daniel Robinson,"['Iron', 'BBQ Sauce']",4,86.48,Debit Card,Miami,Supermarket,True,Senior Citizen,Summer,BOGO (Buy One Get One)
1000430193,2020-04-12 10:59:11,Whitney Flowers,"['Eggs', 'Toothpaste', 'Hair Gel']",10,7.6,Debit Card,Chicago,Supermarket,False,Senior Citizen,Winter,
1000992619,2024-01-30 07:04:08,Jason Finley,"['Orange', 'Jam', 'Plant Fertilizer', 'Soap']",8,41.56,Credit Card,Boston,Warehouse Club,True,Teenager,Winter,
1000123551,2021-08-31 08:14:45,Roger Bailey,"['Banana', 'Baby Wipes']",3,91.66,Debit Card,Los Angeles,Pharmacy,True,Student,Summer,Discount on Selected Items
1000432316,2020-03-20 21:32:19,Jennifer Young,"['Butter', 'Rice', 'Broom']",5,15.67,Debit Card,Los Angeles,Department Store,False,Student,Winter,
1000274636,2023-12-01 00:28:22,Yesenia Brewer,['Dishware'],4,82.49,Mobile Payment,Atlanta,Convenience Store,True,Homemaker,Spring,
1000115138,2020-04-20 18:27:24,Oscar Liu,['Salmon'],6,58.06,Cash,Chicago,Pharmacy,False,Young Adult,Winter,BOGO (Buy One Get One)
1000431446,2024-02-29 18:18:07,Walter Nunez,"['Diapers', 'Pasta', 'Air Freshener']",5,69.17,Cash,San Francisco,Specialty Store,True,Professional,Fall,
1000092660,2021-08-01 23:04:52,Gregory Nelson,"['Chicken', 'Peanut Butter']",3,60.18,Credit Card,New York,Specialty Store,True,Senior Citizen,Winter,
1000450102,2021-11-07 22:00:14,Ebony Smith,"['Bread', 'Mustard', 'Vacuum Cleaner']",1,30.47,Debit Card,Dallas,Department Store,True,Homemaker,Spring,BOGO (Buy One Get One)
1000348666,2021-02-12 16:57:14,Daniel Benjamin,"['Mop', 'Honey', 'Toothpaste']",10,15.66,Credit Card,Miami,Specialty Store,True,Senior Citizen,Winter,BOGO (Buy One Get One)
1000344474,2022-06-26 15:03:49,Adrian Potter,"['Olive Oil', 'Butter', 'Soda']",8,80.31,Cash,Miami,Warehouse Club,True,Homemaker,Spring,BOGO (Buy One Get One)
1000483615,2023-10-20 14:59:32,Angela Anderson,"['Plant Fertilizer', 'Air Freshener']",4,27.59,Credit Card,Miami,Department Store,False,Student,Summer,
1000508945,2022-07-14 02:40:07,David Davidson,"['Air Freshener', 'Jam']",8,78.42,Credit Card,Dallas,Convenience Store,True,Professional,Fall,
1000481188,2022-02-01 06:39:14,Dylan Werner,"['Chips', 'Syrup', 'BBQ Sauce']",5,93.12,Credit Card,Houston,Warehouse Club,False,Retiree,Fall,
1000441451,2022-10-20 01:57:08,Kimberly White,"['Dustpan', 'Honey', 'Vacuum Cleaner', 'Ketchup', 'Toothpaste']",3,93.84,Cash,Los Angeles,Convenience Store,False,Teenager,Summer,Discount on Selected Items
1000531787,2023-01-13 06:56:30,Becky Patterson,"['Iron', 'Dustpan', 'Bread', 'Mayonnaise', 'Pancake Mix']",1,43.98,Cash,Seattle,Convenience Store,True,Homemaker,Fall,Discount on Selected Items
1000556418,2023-06-11 09:01:23,Gregory Brown,"['Vacuum Cleaner', 'Cheese', 'Bath Towels']",4,26.11,Mobile Payment,New York,Warehouse Club,False,Teenager,Winter,BOGO (Buy One Get One)
1000973423,2023-06-16 08:50:52,Joe Kelly,"['Mayonnaise', 'Paper Towels']",5,87.96,Credit Card,Atlanta,Supermarket,False,Professional,Summer,Discount on Selected Items
1000386542,2023-02-03 12:05:48,Erin Burton,"['Garden Hose', 'Power Strips', 'Tissues', 'Cereal Bars']",8,59.56,Debit Card,Dallas,Warehouse Club,True,Young Adult,Fall,Discount on Selected Items
1000025768,2022-04-19 21:39:45,Michael Holt,"['Onions', 'Orange']",6,88.51,Debit Card,Atlanta,Pharmacy,True,Student,Summer,Discount on Selected Items
1000470128,2022-02-18 08:47:04,Gerald Smith,"['Toothpaste', 'Jam', 'Bath Towels', 'Honey']",4,47.12,Cash,Seattle,Warehouse Club,True,Young Adult,Fall,Discount on Selected Items
1000931864,2022-01-16 23:47:45,Angela Torres,"['Beef', 'Sponges']",1,20.36,Mobile Payment,Dallas,Specialty Store,False,Homemaker,Winter,Discount on Selected Items
1000488469,2022-08-18 16:21:09,Kyle Jackson,"['Toothpaste', 'Beef']",1,56.5,Cash,Miami,Department Store,True,Retiree,Fall,
1000200614,2020-10-06 22:36:36,Heather White,"['Apple', 'Shampoo', 'Trash Bags']",10,92.67,Debit Card,Miami,Convenience Store,True,Retiree,Fall,BOGO (Buy One Get One)
1000694206,2023-08-07 10:07:47,David Cook,"['Trash Bags', 'Spinach', 'Sponges', 'Shaving Cream']",6,43.87,Cash,Dallas,Warehouse Club,True,Homemaker,Spring,Discount on Selected Items
1000969439,2021-01-05 05:07:02,Mark Bell,"['Mustard', 'Syrup']",4,64.49,Cash,Los Angeles,Warehouse Club,True,Senior Citizen,Spring,
1000802841,2021-04-01 12:18:59,Scott Fisher,"['Butter', 'Rice', 'Hair Gel']",8,24.53,Debit Card,New York,Convenience Store,True,Young Adult,Fall,Discount on Selected Items
1000098605,2021-07-14 03:56:05,Charles James,"['Cereal Bars', 'Toilet Paper']",5,95.68,Debit Card,Miami,Department Store,False,Young Adult,Winter,
1000303097,2023-09-11 14:52:36,Anthony Mason,"['Hair Gel', 'Beef']",4,36.83,Debit Card,Dallas,Pharmacy,True,Middle-Aged,Winter,BOGO (Buy One Get One)
1000765403,2023-12-10 07:03:36,Charles Jensen,['Cleaning Spray'],6,72.82,Mobile Payment,Boston,Department Store,False,Teenager,Winter,Discount on Selected Items
1000727932,2020-06-22 15:33:46,Erica Alexander,"['Cheese', 'Dustpan', 'Cereal', 'Deodorant']",2,14.18,Debit Card,Dallas,Pharmacy,False,Middle-Aged,Summer,BOGO (Buy One Get One)
1000519048,2022-08-06 11:00:14,Mark Williamson,['Paper Towels'],8,66.74,Debit Card,Dallas,Specialty Store,True,Professional,Fall,
1000538356,2022-05-26 02:37:34,Brandon Smith,"['Garden Hose', 'Toothbrush', 'Trash Cans']",6,56.67,Cash,Chicago,Convenience Store,False,Middle-Aged,Fall,Discount on Selected Items
1000442079,2022-03-19 20:11:34,Lindsey Macdonald,"['Dishware', 'Pancake Mix', 'Dishware', 'Pasta']",5,67.23,Debit Card,Los Angeles,Department Store,False,Teenager,Fall,BOGO (Buy One Get One)
1000421033,2020-09-22 13:19:21,Regina Ramos,['Insect Repellent'],1,44.21,Credit Card,Boston,Warehouse Club,True,Homemaker,Summer,
1000185498,2024-04-04 16:33:56,Tyler Robinson,"['Eggs', 'Syrup', 'Toothbrush', 'Feminine Hygiene Products']",8,71.38,Debit Card,Chicago,Department Store,False,Young Adult,Spring,
1000062036,2020-06-21 17:01:00,Michael Velazquez DDS,"['Shampoo', 'Yogurt', 'Broom']",7,46.36,Debit Card,Boston,Warehouse Club,False,Retiree,Fall,Discount on Selected Items
1000026706,2023-01-06 10:33:51,Andrew Martinez,['Pancake Mix'],2,92.83,Debit Card,Seattle,Convenience Store,True,Senior Citizen,Summer,BOGO (Buy One Get One)
1000178228,2024-01-08 23:17:45,Sydney Thornton,"['Toothpaste', 'Dustpan', 'Yogurt']",3,28.08,Credit Card,Houston,Pharmacy,False,Teenager,Winter,BOGO (Buy One Get One)
1000265704,2021-08-14 07:34:27,Peggy Russo,"['Lawn Mower', 'Chicken', 'Butter', 'Dish Soap']",5,50.85,Mobile Payment,Seattle,Supermarket,True,Student,Summer,Discount on Selected Items
1000198493,2022-11-03 13:40:55,Jack Patel,"['Onions', 'Tea', 'Baby Wipes', 'Deodorant']",2,19.22,Debit Card,Houston,Supermarket,False,Homemaker,Summer,BOGO (Buy One Get One)
1000373298,2022-02-27 07:35:15,Eileen Aguilar,"['Pickles', 'Dish Soap', 'Carrots', 'Broom']",3,81.26,Cash,Atlanta,Supermarket,True,Senior Citizen,Spring,Discount on Selected Items
1000836405,2021-01-10 18:16:02,Justin Joseph,"['Yogurt', 'Pickles', 'Coffee']",1,42.27,Credit Card,Houston,Convenience Store,False,Middle-Aged,Summer,
1000160613,2021-02-03 00:39:34,John Morgan,"['Potatoes', 'Paper Towels', 'Rice', 'Dish Soap']",2,98.11,Mobile Payment,Chicago,Pharmacy,False,Middle-Aged,Winter,BOGO (Buy One Get One)
1000071972,2022-11-23 09:25:39,Carol Lee,"['Salmon', 'Banana']",5,91.25,Credit Card,New York,Warehouse Club,True,Senior Citizen,Spring,
1000803048,2022-01-28 09:28:11,Samantha Mcconnell,"['Vinegar', 'Syrup', 'Mop', 'Apple', 'Sponges']",8,85.24,Debit Card,Seattle,Specialty Store,False,Homemaker,Winter,Discount on Selected Items
1000045678,2023-03-26 08:30:44,Ashley Erickson,"['Orange', 'Cheese', 'Apple', 'Onions', 'Lawn Mower']",9,98.7,Mobile Payment,Boston,Warehouse Club,True,Teenager,Winter,
1000599914,2020-01-15 06:03:58,Billy Anderson,"['Spinach', 'Apple', 'Broom', 'Bread', 'Water']",4,51.93,Cash,New York,Specialty Store,True,Retiree,Summer,Discount on Selected Items
1000352277,2022-01-09 06:45:20,Miguel Rodriguez,"['Tomatoes', 'Pickles', 'Vacuum Cleaner', 'Trash Cans']",9,27.36,Credit Card,Houston,Convenience Store,True,Middle-Aged,Spring,Discount on Selected Items
1000458903,2023-06-17 05:30:44,Tracy Williams,"['Power Strips', 'Toothbrush', 'Vinegar', 'Hair Gel']",7,42.53,Cash,Boston,Specialty Store,False,Retiree,Spring,
1000777379,2023-08-21 20:00:41,Thomas Rodriguez,"['Air Freshener', 'Razors', 'Trash Cans', 'Extension Cords', 'Butter']",4,50.53,Mobile Payment,Seattle,Warehouse Club,False,Teenager,Fall,Discount on Selected Items
1000841962,2020-08-01 19:15:39,David Smith,"['Lawn Mower', 'Spinach']",10,89.08,Mobile Payment,Atlanta,Specialty Store,True,Student,Summer,Discount on Selected Items
1000488708,2022-10-21 10:01:24,Caleb Clark,"['Bread', 'Sponges', 'BBQ Sauce', 'Baby Wipes']",7,7.48,Cash,Dallas,Pharmacy,True,Student,Winter,Discount on Selected Items
1000360635,2020-04-10 13:49:21,Joe Mitchell,['Bath Towels'],5,23.64,Credit Card,Dallas,Convenience Store,True,Middle-Aged,Fall,Discount on Selected Items
1000384368,2021-09-19 12:28:34,Matthew Brown,"['Ice Cream', 'Insect Repellent']",1,66.73,Debit Card,San Francisco,Warehouse Club,True,Homemaker,Summer,
1000194702,2023-02-26 14:43:24,Daniel Jackson,"['Diapers', 'Toothbrush', 'Mop']",8,50.99,Mobile Payment,Houston,Warehouse Club,False,Retiree,Spring,BOGO (Buy One Get One)
1000186262,2023-09-17 03:48:11,Jonathan Klein,"['Shower Gel', 'Coffee', 'Peanut Butter']",2,51.25,Mobile Payment,Seattle,Specialty Store,False,Student,Spring,Discount on Selected Items
1000743971,2023-08-04 03:53:48,Dylan Gomez,['Mustard'],8,38.95,Mobile Payment,Atlanta,Supermarket,False,Young Adult,Winter,BOGO (Buy One Get One)
1000768294,2024-02-27 01:28:46,Benjamin Diaz,"['Water', 'Onions', 'Iron']",2,68.29,Mobile Payment,Miami,Warehouse Club,True,Senior Citizen,Spring,Discount on Selected Items
1000394960,2023-09-19 01:48:35,Justin Hicks,"['Hair Gel', 'Trash Cans', 'Butter', 'Hand Sanitizer', 'Dustpan']",8,89.13,Debit Card,Los Angeles,Convenience Store,True,Young Adult,Winter,BOGO (Buy One Get One)
1000573357,2021-09-24 07:58:03,Cassie Mayer,"['Salmon', 'Potatoes', 'Vinegar', 'Pancake Mix', 'Ironing Board']",3,75.61,Mobile Payment,Miami,Specialty Store,True,Student,Winter,BOGO (Buy One Get One)
1000928829,2022-11-23 18:57:51,David Baker,"['Tissues', 'Milk', 'Toothpaste']",2,47.07,Credit Card,San Francisco,Specialty Store,False,Homemaker,Spring,Discount on Selected Items
1000852651,2020-11-23 10:17:59,Sara Rivers,"['Water', 'Chips', 'Cereal', 'Shaving Cream', 'Carrots']",9,60.08,Cash,Atlanta,Pharmacy,False,Student,Fall,
1000736362,2022-04-09 08:07:36,Courtney Dougherty,"['Ironing Board', 'Vinegar', 'Bread', 'Extension Cords']",3,62.42,Credit Card,New York,Department Store,True,Professional,Spring,BOGO (Buy One Get One)
1000723092,2021-09-18 17:05:55,Lori Wade,"['Toilet Paper', 'Butter', 'Bread', 'Cleaning Rags', 'Trash Bags']",9,28.25,Mobile Payment,San Francisco,Warehouse Club,True,Student,Summer,
1000496375,2022-10-25 14:18:24,Christopher Martinez,['Spinach'],9,64.31,Credit Card,Chicago,Convenience Store,False,Retiree,Spring,Discount on Selected Items
1000189080,2023-03-22 08:30:08,Jessica Lawrence,"['Toilet Paper', 'Soap', 'Tuna', 'Olive Oil', 'Bread']",10,83.45,Cash,Atlanta,Specialty Store,True,Teenager,Winter,Discount on Selected Items
1000829338,2022-10-25 01:00:58,Mrs. Cheryl Lopez PhD,"['Cleaning Spray', 'Cheese', 'Sponges', 'Soap', 'Dish Soap']",7,63.52,Credit Card,Boston,Warehouse Club,True,Homemaker,Winter,Discount on Selected Items
1000414038,2023-05-26 16:45:10,Lori Garcia,"['Laundry Detergent', 'Trash Bags', 'Coffee']",7,27.31,Mobile Payment,San Francisco,Department Store,False,Senior Citizen,Summer,
1000773849,2023-10-24 14:35:04,David Dunn,"['Tissues', 'BBQ Sauce']",10,70.19,Debit Card,Houston,Convenience Store,True,Professional,Summer,
1000199527,2022-06-12 07:03:32,Jeffrey Lucas,"['Apple', 'Ironing Board', 'Syrup', 'Peanut Butter']",4,81.34,Debit Card,New York,Supermarket,False,Teenager,Winter,Discount on Selected Items
1000532186,2021-04-24 21:05:53,Anna Martin,"['Yogurt', 'Salmon', 'Air Freshener', 'Toothbrush']",10,82.7,Cash,Los Angeles,Supermarket,True,Senior Citizen,Winter,BOGO (Buy One Get One)
1000920813,2023-05-12 05:01:50,Michael Hines,"['Razors', 'Ketchup', 'Trash Bags']",7,28.55,Debit Card,New York,Warehouse Club,True,Student,Spring,Discount on Selected Items
1000935025,2023-09-21 18:51:05,Martha Adams,"['Plant Fertilizer', 'Cleaning Rags', 'Eggs']",5,81.57,Cash,Chicago,Convenience Store,False,Professional,Fall,BOGO (Buy One Get One)
1000514449,2023-08-08 08:31:15,Shannon Irwin,"['Rice', 'Baby Wipes', 'Toilet Paper', 'Syrup']",2,12.17,Cash,Dallas,Pharmacy,True,Senior Citizen,Winter,
1000941565,2023-08-16 14:05:02,Emily Meadows,"['Air Freshener', 'Cleaning Spray']",10,27.34,Credit Card,Los Angeles,Convenience Store,True,Young Adult,Summer,BOGO (Buy One Get One)
1000158992,2021-06-24 19:53:25,Charles Fritz,"['Cleaning Spray', 'Tissues']",3,47.96,Cash,Chicago,Convenience Store,True,Middle-Aged,Summer,Discount on Selected Items
1000995278,2022-09-01 19:21:33,Kimberly Miller,"['Tomatoes', 'Iron', 'Light Bulbs']",5,93.44,Debit Card,Chicago,Warehouse Club,True,Homemaker,Summer,Discount on Selected Items
1000607356,2020-01-30 06:07:15,Ryan Perry,"['Dishware', 'Beef', 'Eggs']",4,36.19,Credit Card,Dallas,Convenience Store,False,Professional,Winter,BOGO (Buy One Get One)
1000567223,2021-11-18 01:44:43,Mark Sanders,['Honey'],1,35.56,Cash,Houston,Pharmacy,False,Professional,Fall,
1000924644,2024-02-12 22:21:20,Sharon Thompson,"['Dustpan', 'Insect Repellent']",8,45.09,Debit Card,Seattle,Supermarket,False,Retiree,Fall,BOGO (Buy One Get One)
1000120646,2023-07-10 10:24:41,Mary Davis,"['Hair Gel', 'Onions', 'Yogurt', 'Trash Cans', 'Diapers']",7,19.42,Mobile Payment,Seattle,Convenience Store,False,Homemaker,Winter,
1000098150,2021-12-23 23:52:08,James Dixon,"['Broom', 'Tomatoes', 'Olive Oil']",4,79.82,Credit Card,Miami,Pharmacy,True,Professional,Fall,
1000740315,2020-06-07 10:03:40,Kim Grant,"['Spinach', 'Salmon', 'Olive Oil']",7,32.48,Mobile Payment,Seattle,Convenience Store,False,Teenager,Summer,BOGO (Buy One Get One)
1000795486,2020-11-05 09:24:46,James Evans,"['Olive Oil', 'Pickles', 'Rice', 'Tomatoes', 'Canned Soup']",9,82.64,Debit Card,San Francisco,Pharmacy,False,Senior Citizen,Fall,Discount on Selected Items
1000638308,2020-11-07 23:16:16,Charles Cooper,"['Peanut Butter', 'Hand Sanitizer']",5,40.41,Credit Card,New York,Department Store,False,Middle-Aged,Winter,BOGO (Buy One Get One)
1000859618,2020-04-09 07:25:27,Amy Nguyen,"['Dishware', 'Shaving Cream', 'Baby Wipes', 'Tomatoes', 'Carrots']",8,91.11,Cash,San Francisco,Convenience Store,True,Retiree,Winter,BOGO (Buy One Get One)
1000030320,2020-05-29 21:33:04,Timothy Baker,['Iron'],6,13.56,Mobile Payment,Los Angeles,Convenience Store,False,Professional,Spring,
1000622549,2024-02-01 22:05:46,Craig Hill,"['Diapers', 'Dustpan']",2,87.32,Debit Card,Houston,Convenience Store,False,Senior Citizen,Spring,
1000027963,2024-03-28 22:53:46,Sara Gibbs,"['Soap', 'Jam', 'Plant Fertilizer', 'Vinegar']",2,32.35,Credit Card,Seattle,Pharmacy,False,Teenager,Winter,Discount on Selected Items
1000896187,2022-12-28 11:40:57,Shannon Brewer,"['Milk', 'Diapers', 'Cleaning Spray', 'BBQ Sauce', 'Water']",9,48.27,Credit Card,Atlanta,Pharmacy,False,Young Adult,Summer,BOGO (Buy One Get One)
1000528532,2022-03-16 21:16:17,Monique Atkinson,"['Honey', 'Carrots', 'Carrots', 'Peanut Butter']",9,19.45,Debit Card,Atlanta,Supermarket,True,Homemaker,Summer,Discount on Selected Items
1000091197,2020-04-07 19:24:14,Lisa Fernandez,"['Pasta', 'Cereal', 'Razors', 'Chips', 'Paper Towels']",7,39.12,Mobile Payment,Chicago,Convenience Store,False,Middle-Aged,Winter,BOGO (Buy One Get One)
1000644427,2021-04-13 12:45:59,Kevin Hart,"['Toothbrush', 'Deodorant']",10,45.55,Cash,Seattle,Department Store,True,Retiree,Winter,BOGO (Buy One Get One)
1000361512,2024-03-15 05:44:03,Mrs. Gloria Smith,['BBQ Sauce'],7,98.83,Cash,San Francisco,Supermarket,True,Senior Citizen,Fall,Discount on Selected Items
1000705985,2022-06-06 20:20:25,Lisa Conrad,"['Feminine Hygiene Products', 'Spinach', 'Tuna', 'Eggs', 'Honey']",1,26.08,Mobile Payment,Dallas,Supermarket,True,Young Adult,Spring,Discount on Selected Items
1000735052,2021-07-10 07:07:14,Christopher Duarte,['Ketchup'],3,11.35,Debit Card,Miami,Pharmacy,True,Senior Citizen,Spring,Discount on Selected Items
1000015920,2021-10-11 17:27:50,Collin Newman,"['Dish Soap', 'Syrup', 'Diapers']",8,31.31,Debit Card,Dallas,Pharmacy,True,Young Adult,Fall,Discount on Selected Items
1000871823,2023-07-04 00:57:07,Susan Nelson,['Chicken'],8,27.76,Cash,New York,Convenience Store,True,Teenager,Winter,Discount on Selected Items
1000346148,2024-02-29 03:28:11,Mark Orozco,"['Cereal', 'Diapers', 'Eggs']",6,59.19,Mobile Payment,San Francisco,Pharmacy,True,Professional,Summer,BOGO (Buy One Get One)
1000597098,2022-04-02 23:08:07,Tracy Palmer,"['Canned Soup', 'Canned Soup']",10,89.2,Cash,Chicago,Department Store,True,Senior Citizen,Summer,Discount on Selected Items
1000306873,2020-11-02 15:35:07,Martin James,"['Beef', 'Orange']",3,90.0,Cash,New York,Department Store,True,Young Adult,Fall,Discount on Selected Items
1000909952,2023-04-17 09:13:10,Linda Morrow,['Garden Hose'],6,14.24,Cash,Dallas,Pharmacy,False,Teenager,Winter,
1000950086,2022-12-06 04:28:49,Sarah Hudson,"['Plant Fertilizer', 'Eggs', 'Coffee']",3,7.76,Mobile Payment,Atlanta,Specialty Store,False,Senior Citizen,Summer,
1000759040,2020-06-30 03:14:52,Kristen Wilson,"['Pickles', 'Honey', 'Cheese']",6,92.64,Debit Card,Miami,Supermarket,True,Retiree,Winter,
1000462525,2020-07-19 20:17:38,Kaitlin Booker,"['Toothpaste', 'Rice']",1,90.35,Cash,Los Angeles,Specialty Store,True,Young Adult,Spring,Discount on Selected Items
1000662244,2020-12-13 16:47:54,Julie Burnett,"['Dishware', 'Dish Soap', 'Olive Oil', 'Trash Cans', 'Jam']",8,87.95,Credit Card,Miami,Specialty Store,True,Professional,Spring,Discount on Selected Items
1000696212,2023-11-20 09:30:13,Rita Ramirez,"['Honey', 'Vinegar', 'Shower Gel', 'Tomatoes']",7,90.2,Credit Card,Houston,Department Store,True,Teenager,Fall,BOGO (Buy One Get One)
1000141887,2021-01-08 09:36:31,Mrs. Meagan Massey,['Cleaning Spray'],1,80.31,Credit Card,Seattle,Pharmacy,True,Professional,Spring,BOGO (Buy One Get One)
1000604824,2023-07-10 12:06:38,Joe Flores,"['Pasta', 'Beef']",8,33.79,Mobile Payment,Miami,Department Store,True,Middle-Aged,Summer,Discount on Selected Items
1000584242,2024-01-21 02:31:27,Melissa Chandler,"['Salmon', 'Carrots']",7,63.69,Mobile Payment,Boston,Convenience Store,False,Student,Winter,BOGO (Buy One Get One)
1000143248,2021-09-11 17:59:58,Rebecca Navarro,['Shower Gel'],5,49.47,Debit Card,Chicago,Convenience Store,False,Senior Citizen,Winter,
1000455701,2022-06-05 01:00:46,Melissa Gonzalez,"['Coffee', 'Plant Fertilizer', 'Shampoo']",9,90.27,Debit Card,Dallas,Pharmacy,True,Homemaker,Summer,BOGO (Buy One Get One)
1000122338,2020-03-17 23:20:42,Nicholas Vincent,['Insect Repellent'],1,87.45,Cash,Dallas,Supermarket,False,Professional,Summer,Discount on Selected Items
1000716008,2022-12-13 22:59:21,Rebecca Pollard,"['Shampoo', 'Banana']",5,26.0,Cash,Boston,Specialty Store,True,Professional,Fall,Discount on Selected Items
1000653636,2022-01-15 16:03:30,Pamela Warren,['Chips'],2,30.11,Mobile Payment,Los Angeles,Warehouse Club,False,Teenager,Fall,BOGO (Buy One Get One)
1000358747,2022-09-25 10:51:03,Joanna Nguyen,['Hair Gel'],3,57.05,Credit Card,San Francisco,Warehouse Club,True,Young Adult,Summer,
1000974038,2022-02-21 23:11:35,Dwayne Clark,"['Razors', 'Shampoo']",7,91.87,Cash,Seattle,Department Store,True,Young Adult,Spring,Discount on Selected Items
1000321779,2022-10-03 19:56:39,Maria Miller,"['Power Strips', 'Shaving Cream', 'Chips', 'BBQ Sauce']",6,76.68,Cash,Chicago,Specialty Store,False,Senior Citizen,Fall,
1000540478,2021-03-14 12:19:36,Patricia Melendez,"['Milk', 'Vacuum Cleaner', 'Tea', 'Ketchup', 'Feminine Hygiene Products']",10,9.83,Mobile Payment,Boston,Pharmacy,True,Senior Citizen,Summer,BOGO (Buy One Get One)
1000751996,2023-03-12 15:39:06,Lori Hudson,"['Bread', 'Banana', 'Hand Sanitizer']",1,28.64,Mobile Payment,Los Angeles,Department Store,False,Young Adult,Summer,
1000183568,2024-01-21 22:57:16,Michelle Armstrong,"['Tissues', 'Syrup', 'Cereal', 'Yogurt']",4,23.77,Mobile Payment,Miami,Supermarket,False,Teenager,Fall,
1000749753,2021-08-11 12:20:53,Jacob Maxwell,"['Banana', 'Vinegar', 'Iron', 'Trash Cans']",3,71.06,Mobile Payment,Houston,Pharmacy,True,Young Adult,Summer,
1000568228,2022-08-11 16:57:16,Brian Arias,['Chips'],3,39.34,Credit Card,Miami,Convenience Store,False,Professional,Spring,
1000119619,2023-02-03 16:22:23,Michelle Kline,"['Water', 'Sponges']",2,58.26,Mobile Payment,Chicago,Warehouse Club,False,Homemaker,Spring,Discount on Selected Items
1000861634,2021-03-29 20:53:53,Rachel Andersen,"['Water', 'Baby Wipes', 'Cheese']",1,53.73,Cash,Houston,Warehouse Club,False,Young Adult,Fall,Discount on Selected Items
1000780381,2022-10-03 04:22:45,Loretta Taylor,"['BBQ Sauce', 'Mop', 'Shower Gel']",8,80.2,Credit Card,Houston,Warehouse Club,False,Young Adult,Spring,BOGO (Buy One Get One)
1000252026,2021-07-09 17:55:39,Erik Levy,"['Hand Sanitizer', 'Syrup', 'Shaving Cream', 'Iron']",2,93.2,Credit Card,Houston,Convenience Store,True,Teenager,Spring,BOGO (Buy One Get One)
1000394957,2021-10-28 04:51:48,Susan Suarez,"['Insect Repellent', 'Ketchup', 'Tissues', 'Hair Gel', 'Orange']",6,29.73,Cash,Miami,Warehouse Club,True,Young Adult,Winter,Discount on Selected Items
